,Animal surface,Animal corpus,Animal secretion,Animal proximal gut,Animal distal gut,Plant surface,Plant corpus,Plant rhizosphere,Soil (non-saline),Sediment (non-saline),Sediment (saline),Surface (non-saline),Surface (saline),Aerosol (non-saline),Water (non-saline),Water (saline),Intertidal (saline),Hypersaline (saline),Sterile water blank,Mock community
g__Acidaminococcus(16),0.015224358974358978,0.00892857142857143,0.0,0.6442307692307693,0.20260989010989017,0.0,0.0,0.0,0.04166666666666667,0.0,0.010416666666666668,0.0,0.0,0.07692307692307694,0.0,0.0,0.0,0.0,0.0,0.0
g__Butyrivibrio(36),0.008248604465709729,0.0,0.0763888888888889,0.7358037612971824,0.14420797891192627,0.0,0.0,0.0,0.0,0.0,0.0014619883040935672,0.0,0.0,0.033888778132199184,0.0,0.0,0.0,0.0,0.0,0.0
g__JTB248(26),0.0,0.0,0.0038461538461538464,0.0,0.0,0.31868131868131866,0.0,0.0,0.0,0.0,0.14423076923076922,0.0,0.04647435897435897,0.0,0.0,0.4867673992673992,0.0,0.0,0.0,0.0
g__Asteroleplasma(54),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.603395061728395,0.37808641975308643,0.0,0.0,0.0,0.0,0.0,0.018518518518518517,0.0,0.0,0.0,0.0,0.0
g__Acholeplasma(28),0.07142857142857142,0.0,0.08928571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.008928571428571428,0.18771008403361344,0.023809523809523808,0.12478991596638656,0.24404761904761907,0.03214285714285715,0.21785714285714283,0.0,0.0,0.0,0.0
g__B-42(19),0.11842105263157894,0.0,0.10134711779448621,0.0,0.0,0.0,0.016917293233082706,0.02631578947368421,0.16478696741854637,0.05263157894736842,0.18421052631578946,0.09852756892230576,0.0,0.05263157894736842,0.0,0.0,0.0,0.18421052631578946,0.0,0.0
g__Pimelobacter(11),0.2434343434343435,0.0,0.30101010101010106,0.13131313131313133,0.0,0.0,0.15252525252525254,0.010101010101010102,0.1464646464646465,0.0,0.0,0.0,0.0,0.0,0.015151515151515154,0.0,0.0,0.0,0.0,0.0
g__Halorhodospira(13),0.0,0.0,0.11538461538461539,0.0,0.0,0.0,0.08653846153846154,0.0,0.009615384615384616,0.0,0.22252747252747251,0.09615384615384616,0.0,0.0,0.07692307692307693,0.07692307692307693,0.0,0.3159340659340659,0.0,0.0
g__FFCH10602(37),0.0,0.0,0.0,0.0,0.0015898251192368838,0.0588235294117647,0.0,0.0,0.751033386327504,0.02702702702702703,0.06547051252933606,0.0,0.0,0.0,0.0038610038610038607,0.09219471572412749,0.0,0.0,0.0,0.0
g__Photobacterium(13),0.07202797202797204,0.08111888111888112,0.08531468531468532,0.007604895104895105,0.0,0.4499125874125874,0.0,0.0,0.0,0.0,0.1257867132867133,0.004195804195804196,0.004195804195804196,0.0,0.038461538461538464,0.1313811188811189,0.0,0.0,0.0,0.0
g__Tenacibaculum(42),0.19859745517640254,0.00020885547201336674,0.00020885547201336674,0.04091032424365758,0.006077872744539412,0.4387580418282173,0.0,0.0,0.002221543888210555,0.0004177109440267335,0.008434547908232119,0.023809523809523808,0.09088997422330755,0.0,0.0020001927896664737,0.18746510150018925,0.0,0.0,0.0,0.0
g__SJA-88(46),0.0026679841897233204,0.0,0.0,0.021739130434782608,0.0,0.0,0.0,0.40919971769859326,0.0049882911108548285,0.09086334358073488,0.18787512809251936,0.001299224125311082,0.13588054457619675,0.0,0.10309533184345777,0.04239130434782609,0.0,0.0,0.0,0.0
g__Calothrix(18),0.3194444444444444,0.0,0.05555555555555555,0.0,0.0,0.0,0.027777777777777776,0.1388888888888889,0.0,0.06597222222222222,0.0,0.30069444444444443,0.0,0.013888888888888888,0.06388888888888888,0.013888888888888888,0.0,0.0,0.0,0.0
g__Meiothermus(12),0.004901960784313725,0.0,0.0,0.013888888888888888,0.0,0.0,0.0,0.15277777777777776,0.11601307189542483,0.2881944444444444,0.0,0.2992238562091503,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0
g__Allobaculum(26),0.23545938066061908,0.04479818427186849,0.016856038632056737,0.0,0.15384615384615388,0.0,0.12245847607183641,0.0,0.10054077838490796,0.003772543246227458,0.011943319838056682,0.28046917088891377,0.0066126855600539824,0.011312217194570139,0.008900748374432587,0.0030303030303030316,0.0,0.0,0.0,0.0
g__Olivibacter(11),0.6421356421356421,0.0,0.025974025974025972,0.0,0.0,0.0,0.012987012987012986,0.1717171717171717,0.10678210678210677,0.0,0.0,0.0101010101010101,0.0,0.0303030303030303,0.0,0.0,0.0,0.0,0.0,0.0
g__Blvii28(31),0.032834101382488476,0.0,0.06451612903225806,0.0,0.0,0.0,0.0,0.16501985856824566,0.004343629343629344,0.3403907363584783,0.22204301075268815,0.008064516129032258,0.01589861751152074,0.027649769585253454,0.11655145929339476,0.0026881720430107525,0.0,0.0,0.0,0.0
g__LCP-6(44),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028409090909090908,0.0,0.41803655038593596,0.3765666966628396,0.0006684491978609625,0.0006684491978609625,0.0,0.10698538647039614,0.06866537717601548,0.0,0.0,0.0,0.0
g__Moryella(12),0.05811965811965813,0.0,0.3985042735042735,0.2916666666666667,0.13333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.005555555555555557,0.0,0.08974358974358976,0.006410256410256412,0.01666666666666667,0.0,0.0,0.0,0.0
g__Leptospira(11),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.09090909090909091,0.25757575757575757,0.12727272727272726,0.0,0.35757575757575755,0.0,0.0,0.0,0.0,0.0
g__Arthronema(16),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.03125,0.0,0.0625,0.5625,0.25,0.0,0.05208333333333333,0.0,0.0,0.0,0.0,0.0
g__Chroococcidiopsis(23),0.08902691511387165,0.0,0.025362318840579715,0.028985507246376815,0.004347826086956523,0.11567852437417654,0.05072463768115943,0.0,0.04446640316205534,0.061594202898550734,0.0,0.09130434782608696,0.28229813664596276,0.14710144927536234,0.045652173913043485,0.013457556935817808,0.0,0.0,0.0,0.0
g__Candidatus Entotheonella(28),0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.01663961038961039,0.024999999999999998,0.20619588744588743,0.035714285714285705,0.2889610389610389,0.0,0.26515151515151514,0.0,0.003246753246753247,0.08116883116883115,0.0,0.04220779220779221,0.0,0.0
g__Tissierella_Soehngenia(12),0.12569444444444444,0.016666666666666666,0.0,0.016666666666666666,0.0,0.0,0.03333333333333333,0.0,0.13541666666666666,0.11875000000000001,0.28958333333333336,0.0,0.07638888888888888,0.1875,0.0,0.0,0.0,0.0,0.0,0.0
